引渡報告日,車台番号,型式,車名,引渡先事業者／事業所名称,引渡先事業所所在地
2025/6/3,BRM-012454,DBA-BRM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BP5-090808,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BP5-108191,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BMM-003237,DBA-BMM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,YAM-004089,DBA-YAM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BE5-125258,TA-BE5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BPE-019926,CBA-BPE,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BRM-030177,DBA-BRM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,GG3-046542,TA-GG3,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,GH3-011438,DBA-GH3,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BP9-006916,UA-BP9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RG1-1207408,DBA-RG1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB3-1113729,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CP3-1300458,DBA-CP3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RN6-3125700,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB3-1106595,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-1311785,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-3400682,DBA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-1304782,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB3-1117850,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RR3-1003963,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-3316660,DBA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,GDEA-200112,E-GDEA,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,LW3W-430531,CBA-LW3W,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ER3P-100720,CBA-ER3P,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CV5W-0101605,DBA-CV5W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WMWZG32020TZ03036,DBA-ZG16,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WDD1690322J792812,DBA-169032,メルセデス・ベンツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,YV1SW61S942400199,LA-SB5244W,ボルボ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WVWZZZ9CZ6M501628,GH-9CAZJ,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WVWZZZ9NZ7U000460,GH-9NBTS,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WVWZZZ1KZ8U018394,ABA-1KBMY,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,S231G-0006215,LA-S231G,ダイハツ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WVWZZZ9CZAM031875,ABA-9CBFS,フォルクスワーゲン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,AT211-3015501,E-AT211G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,AZR65-0084724,TA-AZR65G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,MNH10-0033112,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,NNP11-5023423,CBA-NNP11,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ZNM10-0042687,CBA-ZNM10G,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,NCP141-9012751,DBA-NCP141,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ACR50-0136331,DBA-ACR50W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ZRE152-1051001,DBA-ZRE152N,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,NCP35-4006747,CBA-NCP35,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,MNH10-0066596,TA-MNH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ANH10-0143127,DBA-ANH10W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,NCP31-0184130,CBA-NCP31,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,GSR55-7006541,DBA-GSR55W,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,C25-156373,DBA-C25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,TB17-006260,DBA-TB17,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,C25-212299,DBA-C25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,E12-223753,DBA-E12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CC25-271030,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,E11-709874,DBA-E11,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,B30-023414,CBA-B30,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,Z12-162618,DBA-Z12,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CC25-272947,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,VMG-009032,DBA-VMG,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BP5-163575,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BR9-036109,DBA-BR9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,BRM-032761,DBA-BRM,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RR3-1011222,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RR3-1010849,DBA-RR3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB3-1305038,DBA-RB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RN6-1024020,DBA-RN6,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,GB3-1126110,DBA-GB3,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RR5-1100056,DBA-RR5,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-3124052,DBA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RN1-1033683,LA-RN1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,RB1-1404703,ABA-RB1,ホンダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CWEFW-148269,DBA-CWEFW,マツダ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,Z23W-0604522,DBA-Z23W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,CV5W-0800746,DBA-CV5W,三菱,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ME34S-362019,DBA-ME34S,シボレー,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,WMW-RE32040TC69222,GH-RE16,ＢＭＷ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,YV1MW434BC2653367,CBA-MB4204S,ボルボ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/3,ANA15-0005204,DBA-ANA15,トヨタ,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,VNC24-100682,KH-VNC24,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,C26-040193,DBA-C26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,TC24-130738,UA-TC24,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,ALE50-070487,GF-ALE50,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,Y50-151039,CBA-Y50,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,CC25-375342,DBA-CC25,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,HFC26-102748,DAA-HFC26,ニッサン,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,YA5-011200,CBA-YA5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,SH5-040344,CBA-SH5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,BP5-045654,CBA-BP5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,BPE-032139,DBA-BPE,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,GH7-009975,DBA-GH7,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,BR9-043923,DBA-BR9,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
2025/6/4,YA5-012369,CBA-YA5,スバル,アール・ループ　株式会社　柏の葉キャンパス営業所,千葉県柏市十余二字翁原３４８－４
